# u[lambda]	v[lamda]	Re(V)[Jy]	Im(V)[Jy]	weight
-1.216054e+06	1.580092e+05	1.148624e-02	-4.141642e-03	1.995947e+05
-1.022127e+06	2.798632e+05	7.835975e-03	3.016922e-03	1.963289e+05
-1.207691e+06	-8.320692e+03	6.668273e-03	-5.069369e-03	1.748037e+05
-1.078534e+06	1.637498e+05	1.479170e-02	-8.651658e-03	1.821986e+05
-6.858573e+05	-8.471628e+05	2.033233e-03	-6.586376e-03	2.090716e+05
-1.419955e+06	1.453737e+05	-2.209763e-03	-2.184498e-03	1.573195e+05
-1.401406e+06	2.886384e+05	-1.352193e-02	-1.037208e-02	1.537130e+05
-1.397730e+06	-1.403191e+05	2.893870e-03	4.633408e-03	1.816769e+05
-4.932304e+05	5.597286e+05	1.536983e-02	-1.032172e-02	2.154748e+05
-6.887185e+04	-9.973937e+04	1.919048e-01	4.446417e-03	1.726573e+05
1.250514e+05	2.211364e+04	1.915306e-01	7.729640e-03	1.699256e+05
-6.050056e+04	-2.660640e+05	9.125450e-02	9.183014e-03	1.513776e+05
6.865043e+04	-9.399563e+04	1.765102e-01	1.233185e-02	1.571634e+05
4.613498e+05	-1.104907e+06	5.119973e-03	2.697923e-03	1.803261e+05
-2.727700e+05	-1.123724e+05	9.146237e-02	3.943349e-03	1.362991e+05
-2.542278e+05	3.088676e+04	1.003429e-01	-1.380247e-02	1.327042e+05
-2.505364e+05	-3.980625e+05	5.477410e-02	9.408089e-03	1.570441e+05
6.539322e+05	3.019713e+05	-9.401127e-03	-5.961659e-03	1.869128e+05
1.939233e+05	1.218530e+05	1.159387e-01	3.871257e-03	1.865045e+05
8.372460e+03	-1.663243e+05	1.383636e-01	7.909881e-03	1.660139e+05
1.375231e+05	5.743931e+03	1.792845e-01	3.368696e-03	1.731450e+05
5.302248e+05	-1.005168e+06	4.081858e-03	2.643066e-03	1.986060e+05
-2.038981e+05	-1.263290e+04	1.314161e-01	-4.487133e-03	1.494518e+05
-1.853570e+05	1.306260e+05	1.065404e-01	-9.149006e-03	1.461514e+05
-1.816635e+05	-2.983228e+05	7.928114e-02	1.345823e-02	1.726243e+05
7.228033e+05	4.017102e+05	4.640144e-03	1.831696e-04	2.046085e+05
-1.855530e+05	-2.881782e+05	8.171293e-02	1.290494e-02	1.633721e+05
-5.640166e+04	-1.161097e+05	1.909085e-01	7.032567e-03	1.700669e+05
3.362955e+05	-1.127022e+06	5.439356e-04	8.280693e-04	1.951004e+05
-3.978215e+05	-1.344861e+05	6.968979e-02	-2.331985e-04	1.470796e+05
-3.792783e+05	8.773665e+03	7.061261e-02	-7.799379e-03	1.435646e+05
-3.755887e+05	-4.201765e+05	1.729115e-02	-8.206816e-04	1.697120e+05
5.288815e+05	2.798580e+05	8.243195e-03	-2.359539e-03	2.015003e+05
1.291524e+05	1.720689e+05	1.230202e-01	6.160855e-04	1.511889e+05
5.218507e+05	-8.388411e+05	-1.276169e-03	3.570798e-03	1.734606e+05
-2.122717e+05	1.536905e+05	8.891255e-02	-1.150089e-02	1.310178e+05
-1.937306e+05	2.969494e+05	5.415670e-02	-8.220746e-03	1.276366e+05
-1.900383e+05	-1.319994e+05	1.158626e-01	1.420835e-03	1.510197e+05
7.144378e+05	5.680378e+05	1.399320e-02	-1.757144e-03	1.796201e+05
3.926959e+05	-1.010911e+06	1.112162e-02	9.712134e-04	1.822870e+05
-3.414220e+05	-1.837770e+04	8.174796e-02	-4.663661e-03	1.360560e+05
-3.228793e+05	1.248819e+05	7.558152e-02	-5.678618e-03	1.340299e+05
-3.191897e+05	-3.040679e+05	6.377297e-02	6.130243e-03	1.578065e+05
5.852861e+05	3.959692e+05	-1.430346e-02	2.034108e-03	1.858463e+05
-7.341259e+05	9.925329e+05	-2.566360e-04	3.763852e-03	1.560924e+05
-7.155865e+05	1.135794e+06	5.784721e-03	-7.057193e-03	1.537503e+05
-7.118935e+05	7.068419e+05	1.406541e-02	-9.691320e-03	1.810311e+05
1.925964e+05	1.406884e+06	2.250488e-03	-7.849768e-04	2.134198e+05
1.854011e+04	1.432579e+05	1.710879e-01	4.507439e-03	1.148860e+05
2.223544e+04	-2.856894e+05	8.106256e-02	4.757905e-03	1.359401e+05
9.267010e+05	4.143432e+05	2.044625e-04	-2.393692e-03	1.617524e+05
3.696551e+03	-4.289474e+05	3.817729e-02	9.911639e-03	1.331799e+05
9.081533e+05	2.710811e+05	2.185271e-02	1.041609e-02	1.569663e+05
9.044713e+05	7.000349e+05	5.664687e-03	-1.920669e-03	1.860160e+05
-1.832729e+05	2.355569e+05	8.740665e-02	-3.750918e-03	1.621896e+05
2.582485e+05	6.540839e+03	9.976974e-02	3.695717e-03	1.431200e+05
6.810069e+05	-4.056948e+04	-2.925365e-03	-4.049129e-03	1.258988e+05
5.076074e+05	-5.184370e+05	1.140349e-02	1.327981e-02	1.336257e+05
-4.976327e+05	-8.829248e+05	8.599536e-04	-4.785225e-03	1.146831e+05
1.338609e+05	-3.434728e+05	6.552967e-02	1.697038e-02	1.357207e+05
1.394983e+05	-3.833091e+05	4.748438e-02	1.506738e-02	1.380299e+05
1.000036e+06	-1.130967e+06	-7.349682e-03	-6.481358e-03	1.336642e+05
-2.609969e+05	-3.753597e+05	5.696248e-02	4.347902e-03	1.583205e+05
3.341612e+04	-1.016397e+06	6.586620e-03	7.194466e-03	1.233791e+05
3.251422e+05	-4.963203e+05	-3.488913e-03	6.716900e-05	1.473982e+05
1.077231e+06	-2.587869e+05	1.613899e-02	9.279633e-03	9.795457e+04
1.582501e+05	-3.033309e+05	6.081415e-02	5.984030e-03	1.392411e+05
3.338024e+05	-4.025305e+05	-1.169478e-03	1.322022e-03	1.407747e+05
1.360617e+05	-5.097492e+05	7.015775e-03	-5.819924e-03	1.417866e+05
-2.450661e+04	-5.413594e+05	1.821342e-03	3.311326e-03	1.379818e+05
6.760368e+05	-5.923064e+05	1.007628e-02	1.047960e-02	1.228047e+05
2.490950e+05	-4.243597e+05	2.408300e-03	5.369625e-04	1.403571e+05
2.217647e+05	-4.442756e+05	-5.714285e-04	-4.843452e-03	1.448506e+05
4.518287e+05	-7.017420e+05	1.628154e-03	-5.922463e-03	1.332532e+05
5.815442e+05	-4.378088e+05	1.426984e-02	9.896718e-03	1.442306e+05
2.349907e+05	-4.666168e+05	-4.331686e-03	-5.486222e-03	1.372031e+05
-4.209109e+05	1.162985e+05	5.171791e-02	5.935766e-04	1.349503e+05
-1.519338e+05	-1.286569e+05	1.356967e-01	-4.542712e-03	1.461482e+05
3.133031e+05	-1.610108e+05	6.680226e-02	1.376751e-02	1.518992e+05
2.197155e+05	-2.758293e+05	6.352435e-02	1.282384e-02	1.298373e+05
9.564790e+04	-5.923329e+05	6.511765e-03	4.412583e-04	1.442520e+05
2.891697e+05	-4.158685e+05	1.543461e-03	-5.635940e-03	1.270669e+05
-2.570637e+05	-6.386358e+05	-5.160798e-03	-3.945255e-03	1.383148e+05
3.988990e+05	-4.877465e+05	4.238636e-03	-3.088079e-03	1.524071e+05
2.138413e+05	-4.237475e+05	1.601620e-02	1.100137e-03	1.465178e+05
-7.300806e+05	-1.030325e+05	-3.168383e-03	-1.597076e-03	1.355874e+05
1.128018e+06	-9.214162e+05	1.507923e-02	2.077082e-03	1.553004e+05
1.512506e+05	3.144115e+05	8.293053e-02	-5.074816e-04	1.201100e+05
7.111144e+04	-2.301621e+05	9.733563e-02	3.917496e-04	1.150466e+05
1.452488e+06	-6.028296e+05	1.991887e-03	2.743453e-03	1.620456e+05
3.052778e+05	-3.451330e+05	2.659406e-02	-2.465063e-03	1.395835e+05
2.363975e+05	-4.448755e+05	1.679324e-03	-4.189762e-03	1.536588e+05
4.303358e+05	-3.230137e+05	-6.476255e-03	-9.459089e-03	1.509941e+05
2.447586e+05	-6.111985e+05	1.646203e-02	3.289395e-03	1.342868e+05
3.739247e+05	-4.391247e+05	-5.508316e-03	-4.868653e-03	1.411375e+05
7.665822e+05	-1.450020e+06	-2.431434e-03	-3.315295e-03	1.624582e+05
3.249156e+04	-4.575176e+05	2.592693e-02	-8.480859e-04	1.207898e+05
5.104355e+04	-3.142589e+05	7.732580e-02	1.615243e-03	1.189494e+05
5.470801e+04	-7.432059e+05	2.510427e-02	1.546501e-03	1.401096e+05
9.592557e+05	-4.313547e+04	1.670971e-02	-3.305846e-03	1.654634e+05
4.415256e+05	-2.290085e+05	8.152086e-03	-1.797148e-04	1.755851e+05
8.642924e+05	-2.761092e+05	1.101007e-02	7.011634e-04	1.552143e+05
6.908734e+05	-7.539808e+05	1.197663e-02	4.181664e-03	1.641826e+05
-3.143980e+05	-1.118492e+06	2.078181e-02	3.418157e-03	1.408419e+05
3.171247e+05	-5.790250e+05	4.186131e-03	5.096523e-03	1.660093e+05
3.227607e+05	-6.188608e+05	1.403105e-02	1.124344e-03	1.700049e+05
1.183294e+06	-1.366501e+06	-6.340532e-04	-2.378817e-03	1.640935e+05
-7.774183e+04	-6.109206e+05	-6.021482e-03	-5.016664e-03	1.943279e+05
2.166581e+05	-1.251954e+06	2.885899e-03	-9.308226e-03	1.522875e+05
5.084051e+05	-7.318683e+05	6.312626e-03	6.584385e-03	1.810900e+05
1.260517e+06	-4.943144e+05	-2.352801e-03	1.051926e-03	1.211344e+05
3.415153e+05	-5.388823e+05	7.156945e-03	8.018332e-03	1.711572e+05
5.170678e+05	-6.380772e+05	1.845991e-02	1.040561e-02	1.728784e+05
3.193205e+05	-7.453017e+05	4.939394e-03	1.026634e-02	1.739494e+05
1.587480e+05	-7.769153e+05	6.327271e-03	2.977688e-03	1.700273e+05
8.593037e+05	-8.278455e+05	1.048051e-02	-2.460579e-04	1.519949e+05
4.323585e+05	-6.599092e+05	4.789927e-03	1.048410e-02	1.723934e+05
4.050266e+05	-6.798250e+05	2.309401e-02	1.350550e-03	1.790426e+05
6.350870e+05	-9.372860e+05	7.964917e-03	-4.566256e-03	1.636395e+05
7.648147e+05	-6.733511e+05	1.618667e-02	1.485833e-03	1.765742e+05
4.182524e+05	-7.021663e+05	1.718896e-02	3.925528e-03	1.689426e+05
-2.376449e+05	-1.192667e+05	9.959425e-02	2.495066e-03	1.655611e+05
3.133069e+04	-3.642154e+05	6.456324e-02	1.492365e-02	1.799952e+05
4.965756e+05	-3.965580e+05	6.379947e-03	-3.524743e-03	1.870234e+05
4.029817e+05	-5.113778e+05	8.710358e-03	-2.852317e-03	1.604391e+05
2.789028e+05	-8.278854e+05	4.065050e-03	-6.085601e-03	1.769812e+05
4.724341e+05	-6.514168e+05	1.022511e-02	5.147338e-03	1.560586e+05
-7.381682e+04	-8.741961e+05	1.630105e-02	7.521473e-03	1.705791e+05
5.821637e+05	-7.232930e+05	1.190807e-02	5.077810e-03	1.876216e+05
3.971044e+05	-6.592986e+05	1.662668e-02	2.292894e-03	1.798237e+05
-5.468270e+05	-3.386023e+05	-2.263817e-03	5.687437e-04	1.656106e+05
1.311285e+06	-1.156946e+06	2.215839e-03	-7.620648e-04	1.902127e+05
3.345364e+05	7.885833e+04	8.470319e-02	-8.263436e-04	1.466036e+05
2.543772e+05	-4.657157e+05	-2.644171e-03	-2.598959e-03	1.416170e+05
1.635771e+06	-8.383491e+05	7.231652e-03	2.645402e-03	1.995364e+05
4.885446e+05	-5.806810e+05	1.654023e-02	7.253944e-03	1.720775e+05
4.196599e+05	-6.804250e+05	1.077161e-02	1.429120e-03	1.889027e+05
6.136061e+05	-5.585585e+05	6.151357e-04	1.984412e-03	1.858628e+05
4.280155e+05	-8.467472e+05	7.576569e-03	-1.079771e-03	1.655220e+05
5.571897e+05	-6.746705e+05	-2.138139e-03	-3.426599e-03	1.727918e+05
9.498241e+05	-1.685557e+06	-9.975411e-03	-8.885012e-03	1.990208e+05
2.157498e+05	-6.930719e+05	1.881917e-02	9.272355e-03	1.488685e+05
2.343069e+05	-5.498136e+05	-6.416693e-03	-2.918504e-03	1.455980e+05
2.379572e+05	-9.787593e+05	7.512183e-03	4.326385e-03	1.720767e+05
1.142548e+06	-2.786693e+05	1.258435e-02	6.808710e-03	2.044516e+05
4.227619e+05	-4.710629e+04	6.034875e-02	3.456368e-03	1.365339e+05
2.493541e+05	-5.249754e+05	-3.566701e-03	-1.319056e-03	1.446015e+05
-7.558987e+05	-8.894718e+05	4.830736e-03	9.396907e-03	1.240758e+05
-1.243933e+05	-3.500148e+05	8.060311e-02	1.200034e-03	1.464495e+05
-1.187569e+05	-3.898516e+05	6.126686e-02	2.209587e-03	1.495938e+05
7.417808e+05	-1.137499e+06	5.845194e-03	1.441192e-02	1.445828e+05
-5.192552e+05	-3.819059e+05	-3.848154e-03	-3.975040e-03	1.712108e+05
-2.248452e+05	-1.022937e+06	6.876559e-03	1.862538e-03	1.339319e+05
6.688772e+04	-5.028602e+05	5.816060e-03	-3.171283e-03	1.594996e+05
8.189831e+05	-2.653241e+05	1.567742e-02	1.075347e-02	1.064094e+05
-1.000038e+05	-3.098730e+05	7.772467e-02	5.207890e-03	1.507172e+05
7.554784e+04	-4.090720e+05	4.819277e-02	7.796529e-03	1.522753e+05
-1.221944e+05	-5.162908e+05	2.072785e-03	-7.007219e-04	1.532904e+05
-2.827647e+05	-5.479028e+05	-4.244039e-03	7.118095e-03	1.495936e+05
4.177828e+05	-5.988446e+05	1.524436e-02	7.993546e-03	1.335021e+05
-9.159567e+03	-4.309008e+05	4.381667e-02	6.781025e-03	1.518501e+05
-3.649125e+04	-4.508179e+05	3.800854e-02	3.662458e-03	1.573370e+05
1.935710e+05	-7.082825e+05	2.536372e-02	9.290434e-03	1.441369e+05
3.232929e+05	-4.443465e+05	-1.300164e-02	-1.888214e-03	1.557193e+05
-2.326491e+04	-4.731585e+05	2.261075e-02	-4.111893e-03	1.486718e+05
-6.791636e+05	1.097519e+05	-2.228672e-03	4.536018e-03	1.459022e+05
-4.101879e+05	-1.352019e+05	6.804118e-02	-5.287548e-03	1.583907e+05
5.505160e+04	-1.675524e+05	1.336151e-01	8.198360e-03	1.645805e+05
-3.853951e+04	-2.823729e+05	7.895570e-02	2.157740e-02	1.409929e+05
-1.626109e+05	-5.988763e+05	-6.413871e-03	2.323517e-03	1.559472e+05
3.091531e+04	-4.224096e+05	4.475935e-02	8.130765e-03	1.374627e+05
-5.153260e+05	-6.451826e+05	1.768724e-02	-2.063801e-03	1.500234e+05
1.406453e+05	-4.942857e+05	1.589144e-03	4.021141e-03	1.651318e+05
-4.441262e+04	-4.302879e+05	5.343066e-02	7.033833e-03	1.584493e+05
-9.883409e+05	-1.095851e+05	5.874856e-03	-3.677818e-03	1.461528e+05
8.697648e+05	-9.279488e+05	-4.769093e-04	4.967721e-03	1.677177e+05
-1.069927e+05	3.078716e+05	7.724093e-02	-2.598617e-03	1.294447e+05
-1.871420e+05	-2.367047e+05	9.776521e-02	5.430995e-03	1.246437e+05
1.194239e+06	-6.093637e+05	-4.113777e-03	-4.861236e-03	1.755498e+05
4.702442e+04	-3.516740e+05	6.745409e-02	1.146242e-02	1.513660e+05
-2.185772e+04	-4.514171e+05	4.107926e-02	1.102270e-02	1.663343e+05
1.720837e+05	-3.295538e+05	5.265365e-02	1.041976e-02	1.635782e+05
-1.349979e+04	-6.177411e+05	-7.337796e-03	1.770027e-03	1.455995e+05
1.156699e+05	-4.456659e+05	1.814696e-02	3.623645e-03	1.523676e+05
5.083167e+05	-1.456559e+06	-6.938499e-03	-1.490067e-03	1.754466e+05
-2.257653e+05	-4.640608e+05	3.593795e-02	2.031524e-03	1.309664e+05
-2.072103e+05	-3.208009e+05	7.771517e-02	6.427163e-03	1.284166e+05
-2.035532e+05	-7.497497e+05	1.766112e-02	1.483261e-03	1.515692e+05
7.010132e+05	-4.967026e+04	2.597548e-03	-8.378431e-03	1.796946e+05
-1.734080e+05	-4.778689e+05	2.610010e-02	6.314649e-04	1.278299e+05
-1.178659e+06	-8.423636e+05	9.912952e-04	2.317630e-03	1.097113e+05
-5.471554e+05	-3.029084e+05	-1.662902e-03	3.591708e-03	1.287523e+05
-5.415198e+05	-3.427461e+05	-5.721267e-03	-7.320162e-03	1.326040e+05
3.190212e+05	-1.090389e+06	1.785707e-02	4.362081e-03	1.277807e+05
-9.420180e+05	-3.348003e+05	1.916237e-02	6.077642e-03	1.511364e+05
-6.476027e+05	-9.758248e+05	5.960675e-03	3.962325e-03	1.191951e+05
-3.558741e+05	-4.557534e+05	6.392270e-03	-6.322203e-04	1.410039e+05
3.962149e+05	-2.182247e+05	3.665053e-02	7.039928e-03	9.469062e+04
-5.227664e+05	-2.627673e+05	1.183490e-02	2.734856e-03	1.332896e+05
-3.472163e+05	-3.619679e+05	5.338675e-02	6.771726e-03	1.344565e+05
-5.449560e+05	-4.691838e+05	-8.503378e-03	-2.928095e-03	1.352787e+05
-7.055268e+05	-5.007962e+05	1.912117e-02	5.119098e-03	1.327084e+05
-4.981357e+03	-5.517404e+05	-4.167253e-03	-9.182971e-03	1.190063e+05
-4.319220e+05	-3.837948e+05	7.611191e-03	-2.002896e-03	1.341631e+05
-4.592552e+05	-4.037136e+05	-2.351778e-03	1.881749e-03	1.400382e+05
-2.291935e+05	-6.611786e+05	-1.066409e-03	1.934378e-03	1.272757e+05
-9.946910e+04	-3.972400e+05	6.119281e-02	2.763767e-03	1.370463e+05
-4.460280e+05	-4.260532e+05	5.868891e-03	-3.371130e-03	1.317452e+05
-1.101925e+06	1.568592e+05	1.254627e-02	1.854106e-03	1.287963e+05
-8.329502e+05	-8.809592e+04	2.309386e-02	-3.860240e-04	1.404148e+05
-3.677124e+05	-1.204483e+05	6.766439e-02	-1.389357e-03	1.457834e+05
-4.613051e+05	-2.352706e+05	4.199415e-02	8.143172e-03	1.253984e+05
-5.853745e+05	-5.517715e+05	1.405835e-02	-6.302864e-04	1.375645e+05
-3.918476e+05	-3.753041e+05	2.842372e-02	2.730534e-03	1.214382e+05
-9.380899e+05	-5.980781e+05	6.590170e-03	8.242920e-03	1.331540e+05
-2.821165e+05	-4.471789e+05	2.404340e-02	-1.157118e-03	1.463312e+05
-4.671735e+05	-3.831801e+05	7.393559e-03	-5.402855e-03	1.399281e+05
-1.411107e+06	-6.248290e+04	3.705287e-03	-7.437488e-03	1.281369e+05
4.470026e+05	-8.808423e+05	1.823282e-02	7.706243e-03	1.476712e+05
-5.297516e+05	3.549811e+05	3.211689e-03	5.495316e-05	1.135676e+05
-6.099041e+05	-1.895985e+05	-2.735540e-03	-6.101688e-03	1.104363e+05
7.714699e+05	-5.622645e+05	1.186861e-02	-1.801234e-03	1.553451e+05
-3.757385e+05	-3.045686e+05	5.241824e-02	-4.432551e-03	1.343174e+05
-4.446206e+05	-4.043116e+05	1.308083e-02	7.440663e-05	1.471202e+05
-2.506797e+05	-2.824489e+05	8.041242e-02	-3.778374e-03	1.448792e+05
-4.362643e+05	-5.706373e+05	-6.239526e-03	7.454178e-03	1.291403e+05
-3.070945e+05	-3.985621e+05	3.506438e-02	4.727026e-03	1.340292e+05
8.555065e+04	-1.409456e+06	1.035657e-02	1.959055e-04	1.543347e+05
-6.485278e+05	-4.169549e+05	-8.415460e-07	4.385713e-03	1.161965e+05
-6.299711e+05	-2.736932e+05	-1.371339e-02	4.209189e-03	1.130254e+05
-6.263169e+05	-7.026448e+05	1.981941e-02	-2.408340e-03	1.338779e+05
2.782508e+05	-2.564568e+03	9.802775e-02	1.009000e-02	1.598430e+05
-1.005255e+06	-3.644950e+05	1.699045e-02	4.956270e-03	1.160236e+05
-3.737475e+05	1.749607e+05	5.366860e-02	-8.889539e-03	1.367121e+05
-3.681100e+05	1.351234e+05	7.095686e-02	-4.361749e-03	1.399986e+05
4.924233e+05	-6.125221e+05	1.770060e-02	2.238621e-03	1.351842e+05
-7.686086e+05	1.430692e+05	2.213036e-02	-7.783454e-03	1.600268e+05
-4.742058e+05	-4.979580e+05	-1.420540e-02	2.264653e-03	1.254973e+05
-1.824668e+05	2.211545e+04	1.330211e-01	2.865609e-03	1.491448e+05
5.696374e+05	2.596469e+05	-5.501276e-04	-3.452091e-03	9.969533e+04
-3.493572e+05	2.151021e+05	4.667215e-02	-9.740513e-03	1.409492e+05
-1.738035e+05	1.159021e+05	1.090815e-01	-1.218060e-02	1.423383e+05
-3.715493e+05	8.685082e+03	7.753747e-02	-2.099460e-03	1.432643e+05
-5.321191e+05	-2.292712e+04	1.275729e-02	3.618003e-03	1.400337e+05
-2.585132e+05	9.407440e+04	9.240958e-02	4.204202e-03	1.419683e+05
-2.858430e+05	7.415632e+04	8.419115e-02	-1.205644e-02	1.474290e+05
-5.578010e+04	-1.833086e+05	1.313739e-01	3.645458e-03	1.347303e+05
7.393870e+04	8.062890e+04	2.183030e-01	-4.607749e-03	1.454127e+05
-2.726177e+05	5.181635e+04	9.098739e-02	-4.669602e-03	1.391215e+05
-4.119632e+05	-7.390168e+04	7.101628e-02	-4.314064e-03	1.457277e+05
6.315079e+05	5.394575e+05	1.265007e-02	-3.218525e-03	1.172810e+05
6.371487e+05	4.996223e+05	1.218760e-02	1.914817e-03	1.201306e+05
1.497670e+06	-2.480370e+05	9.977718e-03	-2.203275e-03	1.160289e+05
2.366508e+05	5.075695e+05	6.310934e-03	3.977569e-03	1.372896e+05
5.310367e+05	-1.334741e+05	8.556424e-04	1.158374e-02	1.077259e+05
8.227877e+05	3.866104e+05	2.503940e-02	9.021893e-03	1.279868e+05
1.574912e+06	6.241568e+05	1.456107e-02	1.702013e-03	8.558415e+04
6.559000e+05	5.796003e+05	1.408540e-02	-4.430387e-03	1.209425e+05
8.314593e+05	4.804036e+05	1.389831e-02	5.177050e-03	1.221126e+05
6.337052e+05	3.731803e+05	-2.269165e-03	1.008667e-02	1.229195e+05
4.731376e+05	3.415699e+05	1.058208e-02	6.006110e-03	1.201616e+05
1.173694e+06	2.906293e+05	1.539710e-02	-5.278148e-03	1.074103e+05
7.467437e+05	4.585717e+05	1.326469e-02	3.287840e-03	1.218057e+05
7.194195e+05	4.386576e+05	9.739286e-03	4.827463e-03	1.265200e+05
9.494850e+05	1.811928e+05	6.088086e-03	8.326265e-03	1.156032e+05
1.079193e+06	4.451235e+05	-4.551903e-05	7.572306e-04	1.247460e+05
7.326418e+05	4.163153e+05	1.250362e-02	7.107044e-03	1.193836e+05
7.673158e+04	9.992248e+05	1.334671e-02	2.404877e-03	1.170356e+05
3.457147e+05	7.542725e+05	1.243224e-02	-8.164084e-03	1.272059e+05
8.109612e+05	7.219232e+05	-2.017534e-03	2.157983e-03	1.321254e+05
7.173792e+05	6.071063e+05	1.804976e-02	-9.429276e-04	1.133466e+05
5.932993e+05	2.905991e+05	-1.012344e-02	5.914650e-03	1.250200e+05
7.868207e+05	4.670636e+05	2.596034e-02	-1.594826e-03	1.102720e+05
2.405868e+05	2.442948e+05	8.228263e-02	-3.187715e-03	1.205008e+05
8.965449e+05	3.951845e+05	1.544094e-02	2.172641e-03	1.326015e+05
7.114827e+05	4.591814e+05	1.487006e-02	3.283955e-03	1.270995e+05
-2.324204e+05	7.798985e+05	1.152933e-02	-7.436024e-03	1.168882e+05
1.625667e+06	-3.848121e+04	7.316834e-03	1.161979e-02	1.343671e+05
6.488895e+05	1.197338e+06	4.615801e-03	-1.555788e-03	1.035856e+05
5.687592e+05	6.527680e+05	1.712099e-02	-6.040312e-03	1.000881e+05
1.950170e+06	2.801162e+05	2.244560e-03	9.560732e-03	1.408624e+05
8.029297e+05	5.377993e+05	2.200818e-02	3.054580e-03	1.215919e+05
7.340479e+05	4.380563e+05	1.604825e-02	6.351568e-03	1.334868e+05
9.279907e+05	5.599199e+05	1.326229e-02	1.591504e-03	1.313262e+05
7.424146e+05	2.717354e+05	5.406062e-03	-1.118281e-02	1.169425e+05
8.715824e+05	4.438098e+05	3.131002e-02	2.505174e-03	1.220315e+05
1.264241e+06	-5.670823e+05	3.289601e-03	1.395647e-03	1.404289e+05
5.301392e+05	4.254127e+05	-5.742361e-03	3.582694e-05	1.052060e+05
5.486850e+05	5.686693e+05	5.871091e-03	-5.372809e-04	1.028796e+05
5.523582e+05	1.397258e+05	1.482021e-02	-1.743928e-03	1.215712e+05
1.456913e+06	8.397997e+05	1.176525e-02	6.352041e-04	1.444000e+05
5.637715e+03	-3.983653e+04	2.685719e-01	-5.243597e-04	1.411934e+05
8.661701e+05	-7.874856e+05	2.936157e-03	4.151791e-03	1.367136e+05
-3.948609e+05	-3.189084e+04	6.960916e-02	-5.989432e-03	1.620160e+05
-1.004594e+05	-6.729236e+05	1.709429e-03	4.467660e-03	1.260984e+05
1.912806e+05	-1.528456e+05	9.295864e-02	7.423998e-03	1.507937e+05
9.433864e+05	8.469249e+04	8.766274e-03	-5.002963e-05	1.001829e+05
2.439045e+04	4.014192e+04	2.710223e-01	-5.420316e-03	1.424588e+05
1.999445e+05	-5.905659e+04	1.193240e-01	7.393952e-03	1.440723e+05
2.198091e+03	-1.662762e+05	1.385298e-01	8.811896e-03	1.450826e+05
-1.583716e+05	-1.978880e+05	9.786157e-02	-8.383060e-04	1.411257e+05
5.421795e+05	-2.488293e+05	-1.209300e-02	-1.022166e-02	1.255626e+05
1.152344e+05	-8.088595e+04	1.609210e-01	9.470001e-03	1.436163e+05
8.790499e+04	-1.008026e+05	1.563957e-01	5.587986e-03	1.481231e+05
3.179681e+05	-3.582671e+05	1.469683e-02	9.142878e-04	1.363659e+05
4.476861e+05	-9.433188e+04	4.130753e-02	2.467975e-03	1.476309e+05
1.011300e+05	-1.231434e+05	1.432505e-01	6.055256e-03	1.403496e+05
-5.547720e+05	4.597665e+05	1.043353e-02	2.566344e-03	1.380602e+05
-2.857941e+05	2.148131e+05	6.436334e-02	-5.150959e-03	1.494872e+05
1.794481e+05	1.824630e+05	1.098946e-01	-1.083719e-03	1.554083e+05
8.585952e+04	6.764303e+04	2.197392e-01	-3.506607e-03	1.327957e+05
-3.821521e+04	-2.488610e+05	9.708316e-02	5.618206e-03	1.476358e+05
1.553100e+05	-7.239456e+04	1.394805e-01	1.411814e-02	1.300150e+05
-3.909300e+05	-2.951672e+05	5.343688e-02	8.453473e-04	1.414909e+05
2.650382e+05	-1.442712e+05	8.307021e-02	1.076076e-02	1.558898e+05
7.997880e+04	-8.027358e+04	1.824363e-01	4.628724e-03	1.498994e+05
-8.639420e+05	2.404311e+05	6.666331e-03	-1.054338e-02	1.388898e+05
9.941585e+05	-5.779343e+05	8.982876e-03	-8.249287e-04	1.589640e+05
1.739591e+04	6.578854e+05	3.610633e-03	4.933732e-03	1.229594e+05
-6.274855e+04	1.133101e+05	1.625531e-01	-2.819615e-03	1.176775e+05
1.318642e+06	-2.593472e+05	5.747341e-04	-6.738233e-03	1.658656e+05
1.714192e+05	-1.659003e+03	1.568704e-01	3.084360e-03	1.427727e+05
1.025369e+05	-1.014021e+05	1.524661e-01	5.221315e-03	1.572060e+05
2.964792e+05	2.046138e+04	8.890752e-02	4.442926e-03	1.544713e+05
1.108973e+05	-2.677256e+05	7.310915e-02	1.108038e-02	1.373716e+05
2.400668e+05	-9.565050e+04	9.620674e-02	8.227953e-03	1.444966e+05
6.327162e+05	-1.106543e+06	2.702504e-04	2.160545e-03	1.663951e+05
-1.013712e+05	-1.140459e+05	1.741914e-01	6.313263e-03	1.235431e+05
-8.281888e+04	2.921349e+04	2.252865e-01	6.030946e-04	1.217417e+05
-7.915750e+04	-3.997344e+05	6.302071e-02	4.190492e-03	1.433737e+05
8.254075e+05	3.003445e+05	2.065536e-02	6.618996e-03	1.692479e+05
8.605314e+05	-7.476471e+05	1.209907e-02	4.527870e-03	1.399429e+05
-4.004993e+05	7.944816e+03	7.210490e-02	9.044379e-06	1.655853e+05
-1.061001e+05	-6.330873e+05	-3.847693e-03	-8.894504e-04	1.303315e+05
1.856428e+05	-1.130086e+05	1.076281e-01	1.388848e-02	1.544231e+05
